,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,fund_acr,fund_no,fund_sponsor,paper_key,place_holder,month_year
73,2-s2.0-0037046867,10.1016/S0223-5234(02)01382-X,S022352340201382X,12126772,Arylethylamine psychotropic recreational drugs: A chemical perspective,no,Note,Freeman S.,60003771,The University of Manchester,Manchester,United Kingdom,2,"['Freeman, Sally', 'Alder, John F.']","['16143095900', '7004345963']",60003771;60003771,2002-07-09,9 July 2002,European Journal of Medicinal Chemistry,02235234,17464,,Journal,37,7,,527-539,"The arylethylamines substituted in the aryl ring, side-chain carbons and on the terminal amine, comprise a large number of human mood and behaviour altering chemicals. Some of these psychotropic drugs have been used since pre-history, but in many states are proscribed and are consequently subject to clandestine synthesis and illegal traffic world-wide in the forms particularly of amphetamines and to a lesser extent tryptamines. The chemistry employed in the synthesis of these compounds is dictated often by the available precursors and relies usually on relatively simple, unsophisticated conversion reactions to a suitable product. The internet web sites and documentation of the recreational drug culture have been studied alongside the professional scientific and regulatory literature. The review demonstrates the great complexity of the chemistry and neuro-pharmacology of these chemicals and the challenge faced by legislative bodies to control their traffic and use for the sake of social welfare. © 2002 Published by Éditions scientifiques et médicales Elsevier SAS.",Amphetamines | Clandestine synthesis | Phenethylamines | Psychotropic | Tryptamines,49,0,,undefined,,papers by authors,0.5,2002-07-01
74,2-s2.0-0037075786,10.1021/jm011056m,,11882005,Stereochemistry at phosphorus of the reaction catalyzed by myo-inositol monophosphatase,ar,Article,Fauroux C.,60033125;60025225;60003771,University of Leicester;University of Southampton;The University of Manchester,Leicester;Southampton;Manchester,United Kingdom;United Kingdom;United Kingdom,6,"['Fauroux, Christine M.J.', 'Lee, Michael', 'Cullis, Paul M.', 'Douglas, Kenneth T.', 'Gore, Michael G.', 'Freeman, Sally']","['6507753070', '7409118844', '7101856305', '7101692635', '57203612453', '16143095900']",60003771;60033125;60033125;60003771;60025225;60003771,2002-03-14,14 March 2002,Journal of Medicinal Chemistry,00222623,23041,,Journal,45,6,,1363-1373,"myo-Inositol monophosphatase (IMPase), the proposed target for lithium therapy for manic depression, is an important enzyme in the biosynthesis of second messengers. Earlier studies have shown that the IMPase-catalyzed hydrolysis of myo-inositol monophosphates to inorganic phosphate and myo-inositol proceeds by direct attack of water at phosphorus. However, research groups have independently proposed either an in-line displacement (with inversion of stereochemistry at phosphorus) or an adjacent attack with a pseudorotation (with retention of stereochemistry at phosphorus). Here, the elucidation of the stereochemical pathway is presented. The IMPase-catalyzed hydrolysis of D-1-Sp-myo-inositol [17O]-thiophosphate in the presence of H218O gave inorganic Rp-[16O, 17O, 18O]-thiophosphate, with inversion of configuration at phosphorus. This is only consistent with an in-line displacement, and it rules out the controversial adjacent/pseudorotation mechanism. This result will assist in the design of alternative inhibitors of IMPase.",,9,0,,undefined,,papers by authors,0.0,2002-03-01
75,2-s2.0-0036152769,10.1016/S0968-0896(01)00309-1,S0968089601003091,11814838,Synthesis and enzymatic evaluation of pyridinium-substituted uracil derivatives as novel inhibitors of thymidine phosphorylase,ar,Article,Murray P.E.,60003771,The University of Manchester,Manchester,United Kingdom,7,"['Murray, Paul E.', 'McNally, Virginia A.', 'Lockyer, Stacey D.', 'Williams, Kaye J.', 'Stratford, Ian J.', 'Jaffar, Mohammed', 'Freeman, Sally']","['8757716700', '55879115200', '6602478707', '35412265700', '7004547474', '7006611420', '16143095900']",60003771;60003771;60003771;60003771;60003771;60003771;60003771,2002-02-11,2002,Bioorganic and Medicinal Chemistry,09680896,25786,,Journal,10,3,,525-530,"A series of water soluble N(1)- and C(6)-substituted uracil pyridinium compounds were prepared as potential inhibitors of thymidine phosphorylase (TP). The C(6)-uracil substituted derivatives were the most active. 1-[(5-Chloro-2,4-dihydroxypyrimidin-6-yl)methyl]pyridinium chloride, was identified as the best inhibitor being 5-fold more potent than the known inhibitor, 6-amino-5-bromouracil. © 2002 Elsevier Science Ltd. All rights reserved.",,31,0,AICR,undefined,Association for International Cancer Research,papers by authors,0.5,2002-02-01
76,2-s2.0-24344496195,,,,N(1)- And 6-alkylpyridyl uracil derivatives as novel anti-angiogenic inhibitors of thymidine phosphorylase: Structure-activity in-vitro,ar,Article,Murray P.,60003771,The University of Manchester,Manchester,United Kingdom,5,"['Murray, P. E.', 'Lockyer, S. D.', 'Stratford, I. J.', 'Jaffar, M.', 'Freeman, S.']","['8757716700', '6602478707', '7004547474', '7006611420', '16143095900']",60003771;60003771;60003771;60003771;60003771,2000-12-01,2000,Journal of Pharmacy and Pharmacology,00223573,23102,,Journal,52,9 SUPPL.,,218,,,0,0,,undefined,,papers by authors,0.0,2000-12-01
77,2-s2.0-0034065514,10.1002/(SICI)1521-4028(200002)40:1<3::AID-JOBM3>3.0.CO;2-L,,10746194,Influence of cranberry juice on attachment of Escherichia coli to glass,ar,Article,Allison D.,60003771,The University of Manchester,Manchester,United Kingdom,4,"['Allison, D. G.', 'Cronin, M. A.', 'Hawker, J.', 'Freeman, S.']","['7202902237', '21736453900', '57197621335', '16143095900']",60003771;60003771;60003771;60003771,2000-04-05,2000,Journal of Basic Microbiology,0233111X,20221,,Journal,40,1,,3-6,An extract from fresh cranberries was shown to decrease the strength of attachment of Escherichia coli to glass coverslips when incubated together for 2 h. Pre-conditioning of the surface prior to biofilm formation also significantly weakened the strength of attached cells.,,20,0,,undefined,,papers by authors,0.0,2000-04-01
78,2-s2.0-0033504249,,,10766296,"A similarity model for the human angiogenic factor, thymidine phosphorylase/platelet derived-endothelial cell growth factor",ar,Article,Cole C.,60003771,The University of Manchester,Manchester,United Kingdom,6,"['Cole, Christian', 'Marks, Deborah S.', 'Jaffar, Mohammed', 'Stratford, Ian J.', 'Douglas, Kenneth T.', 'Freeman, Sally']","['7202468472', '7202504969', '7006611420', '7004547474', '7101692635', '16143095900']",60003771;60003771;60003771;60003771;60003771;60003771,1999-10-01,October 1999,Anti-Cancer Drug Design,02669536,37409,,Journal,14,5,,411-420,"Thymidine phosphorylase (EC 2.4.2.4), identical to the angiogenic factor, platelet-derived endothelial cell growth factor (PD-ECGF), is up-regulated in several tumour types. A similarity model of human thymidine phosphorylase was built, based on the crystal structure of the Escherichia coli enzyme. The high residue conservation between the two enzyme sources (39% sequence identity and 53% sequence similarity) aided model building. The human model was very similar to the E. coli enzyme's crystal structure, with the main tertiary structure difference being the destruction of helix 15 in E. coli by the presence of a loop in the human model. The model was used to rationalize the nature of the binding of the substrates thymine and thymidine, and of known inhibitors using a quantitative docking algorithm. Ab initio calculations on the nM inhibitor 5-chloro-6-(1-(2-iminopyrrolidinyl)methyl)uracil hydrochloride gave its conformation and distribution of charge. Subsequent quantitative docking studies have led to the suggestion, for the first time, that this inhibitor behaves as an oxycarbenium ion transition-state analogue, explaining its strong reported inhibition.",Angiogenesis | Docking | Inhibitors | Oxycarbenium ion | PD-ECGF | Similarity modelling | Thymidine phosphorylase,16,0,,undefined,,papers by authors,0.0,1999-10-01
79,2-s2.0-0033237396,,,10766293,The role of thymidine phosphorylase/PD-ECGF in cancer chemotherapy: A chemical perspective,re,Review,Cole C.,60003771,The University of Manchester,Manchester,United Kingdom,6,"['Cole, Christian', 'Foster, Alison J.', 'Freeman, Sally', 'Jaffar, Mohammed', 'Murray, Paul E.', 'Stratford, Ian J.']","['7202468472', '57198019085', '16143095900', '7006611420', '8757716700', '7004547474']",60003771;60003771;60003771;60003771;60003771;60003771,1999-10-01,October 1999,Anti-Cancer Drug Design,02669536,37409,,Journal,14,5,,383-392,The angiogenic growth factor thymidine phosphorylase/PD-ECGF has been identified as a potential target in the development of anti-cancer drugs. This review firstly discusses the biological role of TP/PD-ECGF and its importance in the activation of 5-fluorouracil and its prodrugs. The chemistry and chemotherapeutic potential of TP/PD-ECGF inhibitors are also discussed.,5-fluorouracil | Angiogenesis | Anti-cancer drugs | PD-ECGF | Thymidine phosphorylase | TP inhibitors,28,0,,undefined,,papers by authors,0.5,1999-10-01
80,2-s2.0-0033568631,10.1021/ja991939r,,,Inversion of configuration during the hydrolysis of D-1-S(p)-myo- inositol [<sup>17</sup>O]thiophosphate catalyzed by myo-inositol monophosphatase,ar,Article,Fauroux C.,60033125;60025225;60003771,University of Leicester;University of Southampton;The University of Manchester,Leicester;Southampton;Manchester,United Kingdom;United Kingdom;United Kingdom,6,"['Fauroux, Christine M.J.', 'Lee, Michael', 'Cullis, Paul M.', 'Douglas, Kenneth T.', 'Freeman, Sally', 'Gore, Michael G.']","['6507753070', '7409118844', '7101856305', '7101692635', '16143095900', '57203612453']",60003771;60033125;60033125;60003771;60003771;60025225,1999-09-15,15 September 1999,Journal of the American Chemical Society,00027863,22680,,Journal,121,36,,8385-8386,,,10,0,,undefined,,papers by authors,0.0,1999-09-01
81,2-s2.0-0033038108,10.1046/j.1365-2672.1999.00697.x,,10196759,Inositol polyphosphate-mediated iron transport in Pseudomonas aeruginosa,ar,Article,Hirst P.,60030480;60014551,University of Bath;Aston University,Bath;Birmingham,United Kingdom;United Kingdom,8,"['Hirst, P. H.', 'Riley, A. M.', 'Mills, S. J.', 'Spiers, I. D.', 'Poyner, D. R.', 'Freeman, S.', 'Potter, B. V.L.', 'Smith, Anthony W.']","['7005485678', '7102277914', '7202974189', '6603358917', '7003914956', '16143095900', '16073310200', '23092067200']",;;;60014551;60014551;;;60030480,1999-03-27,1999,Journal of Applied Microbiology,13645072,20217,,Journal,86,3,,537-543,"It has previously been shown that myo-inositol hexakisphosphate (myo- InsP6) mediates iron transport into Pseudomonas aeruginosa and overcomes iron-dependent growth inhibition. In this study, the iron transport properties of myo-inositol trisphosphate and tetrakisphosphate regio-isomers were studied. Pseudomonas aeruginosa accumulated iron (III) at similar rates whether complexed with myo-Ins(1,2,3)P3 or myo-InsP6. Iron accumulation from other compounds, notably D/L myo-Ins(1,2,4,5)P4 and another inositol trisphosphate regio-isomer, D-myo-Ins(1,4,5)P3, was dramatically increased. Iron transport profiles from myo-InsP6 into mutants lacking the outer membrane porins oprF, oprD and oprP were similar to the wild-type, indicating that these porins are not involved in the transport process. The rates of reduction of iron (III) to iron (II) complexed to any of the compounds by a Ps. aeruginosa cell lysate were similar, suggesting that a reductive mechanism is not the rate-determining step.",,9,1,,undefined,,papers by authors,0.0,1999-03-01
82,2-s2.0-0032978391,10.3109/14756369909036548,,10445037,Inhibitors of inositol monophosphatase,re,Review,Fauroux C.,60003771,The University of Manchester,Manchester,United Kingdom,2,"['Fauroux, Christine M.J.', 'Freeman, Sally']","['6507753070', '16143095900']",60003771;60003771,1999-01-01,1999,Journal of Enzyme Inhibition,87555093,34538,,Journal,14,2,,97-108,"Inositol monophosphatase (IMPase) catalyses the hydrolysis of myo-inositol monophosphates to myo-inositol, which is required in the phosphatidyl inositol cell signalling pathway. Here the enzyme structure, mechanism and inhibition of IMPase are reviewed. Lithium, an effective therapy for manic depression, is an uncompetitive inhibitor. In the search for alternative inhibitors to lithium, substrate-based inhibitors, bisphosphonates, terpenoid and tropolone analogues are described.",EC 3.1.3.25 | Inhibition | Inositol monophosphatase | Lithium | Manic depression | myo-inositol,26,1,,undefined,,papers by authors,0.0,1999-01-01
83,2-s2.0-0032143912,10.1111/j.1469-7793.1998.661bj.x,,9660883,"Regulation of Ca<sup>2+</sup>-dependent Cl<sup>-</sup> conductance in a human colonic epithelial cell line (T<inf>84</inf>): Cross-talk between Ins(3,4,5,6)P<inf>4</inf> and protein phosphatases",ar,Article,Xie W.,60029278;60028652;60027561;60017412;60003771,The University of Chicago;National Institute of Environmental Health Sciences (NIEHS);University of Illinois at Chicago;University of Cincinnati College of Medicine;The University of Manchester,Chicago;Research Triangle Park;Chicago;Cincinnati;Manchester,United States;United States;United States;United States;United Kingdom,7,"['Xie, Weiwen', 'Solomons, Kevin R.H.', 'Freeman, Sally', 'Kaetzel, Marcia A.', 'Bruzik, Karol S.', 'Nelson, Deborah J.', 'Shears, Stephen B.']","['7401939384', '6701822043', '16143095900', '7004024894', '7003916776', '55464965900', '7007089039']",60029278;60003771;60003771;60017412;60027561;60029278;60028652,1998-08-01,1 August 1998,Journal of Physiology,00223751,23478,,Journal,510,3,,661-673,"1. We have studied the regulation of whole-cell chloride current in T84 colonic epithelial cells by inositol 3,4,5,6-tetrakisphosphate (Ins(3,4,5,6)P4). New information was obtained using (a) microcystin and okadaic acid to inhibit serine/threonine protein phosphatases, and (b) a novel functional tetrakisphosphate analogue, 1,2-bisdeoxy-1,2-bisfluoro-Ins(3,4,5,6)P4 (i.e. F2-Ins(3,4,5,6)P4). 2. Calmodulin-dependent protein kinase II (CaMKII) increased chloride current 20-fold. This current (I(Cl,CaMK)) continued for 7 ± 1.2 min before its deactivation, or running down, by approximately 60%. This run-down was prevented by okadaic acid, whereupon I(Cl,CaMK) remained near its maximum value for ≤ 14.3 ± 0.6 min. 3. F2-Ins(3,4,5,6)P4 inhibited I(Cl,CaMK) (IC50 = 100 μM) stereo-specifically since its enantiomer, F2-Ins(1,4,5,6)P4 had no effect at ≤ 500 μM. Dose-response data (Hill coefficient = 1.3) showed that F2-Ins(3,4,5,6)P4 imitated only the non-co-operative phase of inhibition by Ins(3,4,5,6)P4, and not the co-operative phase. 4. Ins(3,4,5,6)P4 was prevented from blocking I(Cl,CaMK) by okadaic acid (IC50 = 1.5 nM) and microcystin (IC50 = 0.15 nM); these data lead to the novel conclusion that, in situ, protein phosphatase activity is essential for Ins(3,4,5,6)P4 to function. The IC50 values indicate that more than one species of phosphatase was required. One of these may be PP1, since F2-Ins(3,4,5,6)P4-dependent current blocking was inhibited by okadaic acid and microcystin with IC50 values of 70 nM and 0.15 nM, respectively.",,48,0,NIGMS,R01GM036823,National Institute of General Medical Sciences,papers by authors,0.0,1998-08-01
